project_name,employee_name,position,salary,budget,project_manager
Проект_85,Сотрудник_878,Разработчик,111306,388154,Сотрудник_826
Проект_6,Сотрудник_879,Тестировщик,89545,216367,Сотрудник_473
Проект_53,Сотрудник_880,Разработчик,112220,615729,Сотрудник_447
Проект_83,Сотрудник_881,Разработчик,63795,701270,Сотрудник_106
Проект_8,Сотрудник_882,Тестировщик,68560,282968,Сотрудник_895
Проект_91,Сотрудник_883,Менеджер,90147,552717,Сотрудник_172
Проект_74,Сотрудник_884,Аналитик,69261,796598,Сотрудник_719
Проект_1,Сотрудник_885,Менеджер,81200,468446,Сотрудник_320
Проект_36,Сотрудник_886,Тестировщик,64003,893845,Сотрудник_92
Проект_94,Сотрудник_887,Аналитик,67433,264355,Сотрудник_1535
Проект_65,Сотрудник_888,Разработчик,56954,754662,Сотрудник_750
Проект_14,Сотрудник_889,Тестировщик,71832,694452,Сотрудник_145
Проект_1,Сотрудник_890,Менеджер,119539,468446,Сотрудник_320
Проект_32,Сотрудник_891,Разработчик,51498,436121,Сотрудник_1750
Проект_32,Сотрудник_892,Аналитик,53558,436121,Сотрудник_1750
Проект_51,Сотрудник_893,Менеджер,66004,397245,Сотрудник_1439
Проект_29,Сотрудник_894,Тестировщик,116327,626671,Сотрудник_1990
Проект_55,Сотрудник_895,Менеджер,95246,820056,Сотрудник_1643
Проект_79,Сотрудник_896,Разработчик,95174,394683,Сотрудник_1357
Проект_65,Сотрудник_897,Менеджер,87971,754662,Сотрудник_750
Проект_4,Сотрудник_898,Тестировщик,88766,690245,Сотрудник_822
Проект_6,Сотрудник_899,Тестировщик,82144,216367,Сотрудник_473
Проект_94,Сотрудник_900,Менеджер,117263,264355,Сотрудник_1535
Проект_40,Сотрудник_901,Тестировщик,110712,737713,Сотрудник_177
Проект_88,Сотрудник_902,Аналитик,53899,281410,Сотрудник_1232
Проект_88,Сотрудник_903,Тестировщик,75580,281410,Сотрудник_1232
Проект_48,Сотрудник_904,Тестировщик,75740,323540,Сотрудник_1602
Проект_76,Сотрудник_905,Тестировщик,96486,743261,Сотрудник_1590
Проект_28,Сотрудник_906,Аналитик,53563,484525,Сотрудник_1698
Проект_78,Сотрудник_907,Тестировщик,103797,724686,Сотрудник_1055
Проект_92,Сотрудник_908,Тестировщик,81972,585814,Сотрудник_1280
Проект_51,Сотрудник_909,Тестировщик,114260,397245,Сотрудник_1439
Проект_53,Сотрудник_910,Тестировщик,93406,615729,Сотрудник_447
Проект_67,Сотрудник_911,Разработчик,82511,676269,Сотрудник_670
Проект_98,Сотрудник_912,Аналитик,109454,171475,Сотрудник_140
Проект_47,Сотрудник_913,Тестировщик,80508,548656,Сотрудник_1883
Проект_55,Сотрудник_914,Тестировщик,80712,820056,Сотрудник_1643
Проект_6,Сотрудник_915,Разработчик,56724,216367,Сотрудник_473
Проект_62,Сотрудник_916,Разработчик,67362,809822,Сотрудник_1546
Проект_21,Сотрудник_917,Тестировщик,50179,931791,Сотрудник_1868
Проект_28,Сотрудник_918,Разработчик,75880,484525,Сотрудник_1698
Проект_36,Сотрудник_919,Менеджер,62823,893845,Сотрудник_92
Проект_66,Сотрудник_920,Менеджер,89829,734011,Сотрудник_341
Проект_7,Сотрудник_921,Тестировщик,112196,369831,Сотрудник_1148
Проект_61,Сотрудник_922,Тестировщик,95661,929971,Сотрудник_1743
Проект_44,Сотрудник_923,Аналитик,98299,197088,Сотрудник_98
Проект_34,Сотрудник_924,Тестировщик,113789,507683,Сотрудник_301
Проект_99,Сотрудник_925,Менеджер,98692,465399,Сотрудник_1840
Проект_10,Сотрудник_926,Тестировщик,54701,501205,Сотрудник_1908
Проект_75,Сотрудник_927,Менеджер,109925,584352,Сотрудник_213
Проект_99,Сотрудник_928,Менеджер,99721,465399,Сотрудник_1840
Проект_63,Сотрудник_929,Менеджер,83236,897233,Сотрудник_439
Проект_69,Сотрудник_930,Тестировщик,87199,311255,Сотрудник_1267
Проект_36,Сотрудник_931,Тестировщик,52546,893845,Сотрудник_92
Проект_55,Сотрудник_932,Менеджер,115782,820056,Сотрудник_1643
Проект_35,Сотрудник_933,Менеджер,106183,122173,Сотрудник_716
Проект_100,Сотрудник_934,Разработчик,78495,575981,Сотрудник_1736
Проект_35,Сотрудник_935,Разработчик,110121,122173,Сотрудник_716
Проект_60,Сотрудник_936,Разработчик,98865,573992,Сотрудник_1225
Проект_51,Сотрудник_937,Аналитик,79761,397245,Сотрудник_1439
Проект_19,Сотрудник_938,Тестировщик,105995,396884,Сотрудник_182
Проект_33,Сотрудник_939,Менеджер,96918,157767,Сотрудник_587
Проект_79,Сотрудник_940,Разработчик,93255,394683,Сотрудник_1357
Проект_35,Сотрудник_941,Разработчик,81469,122173,Сотрудник_716
Проект_18,Сотрудник_942,Аналитик,89521,661734,Сотрудник_945
Проект_97,Сотрудник_943,Аналитик,77158,252742,Сотрудник_219
Проект_74,Сотрудник_944,Менеджер,86353,796598,Сотрудник_719
Проект_58,Сотрудник_945,Разработчик,101778,988343,Сотрудник_1875
Проект_97,Сотрудник_946,Аналитик,69578,252742,Сотрудник_219
Проект_10,Сотрудник_947,Тестировщик,97870,501205,Сотрудник_1908
Проект_35,Сотрудник_948,Тестировщик,101633,122173,Сотрудник_716
Проект_89,Сотрудник_949,Менеджер,68338,958441,Сотрудник_1005
Проект_64,Сотрудник_950,Тестировщик,59102,983604,Сотрудник_1956
Проект_14,Сотрудник_951,Менеджер,90011,694452,Сотрудник_145
Проект_68,Сотрудник_952,Аналитик,108071,715849,Сотрудник_1178
Проект_55,Сотрудник_953,Менеджер,67434,820056,Сотрудник_1643
Проект_25,Сотрудник_954,Аналитик,59926,227148,Сотрудник_645
Проект_49,Сотрудник_955,Аналитик,74217,260437,Сотрудник_1238
Проект_21,Сотрудник_956,Тестировщик,57518,931791,Сотрудник_1868
Проект_2,Сотрудник_957,Разработчик,69350,123416,Сотрудник_1839
Проект_88,Сотрудник_958,Аналитик,81529,281410,Сотрудник_1232
Проект_83,Сотрудник_959,Аналитик,116149,701270,Сотрудник_106
Проект_40,Сотрудник_960,Тестировщик,111422,737713,Сотрудник_177
Проект_12,Сотрудник_961,Аналитик,75758,563731,Сотрудник_637
Проект_82,Сотрудник_962,Менеджер,63707,748233,Сотрудник_1862
Проект_58,Сотрудник_963,Аналитик,84174,988343,Сотрудник_1875
Проект_33,Сотрудник_964,Менеджер,76139,157767,Сотрудник_587
Проект_94,Сотрудник_965,Аналитик,108119,264355,Сотрудник_1535
Проект_31,Сотрудник_966,Разработчик,102619,558898,Сотрудник_88
Проект_89,Сотрудник_967,Менеджер,88049,958441,Сотрудник_1005
Проект_74,Сотрудник_968,Разработчик,53716,796598,Сотрудник_719
